x,y
338.37894736842105,-0.14950166112956811
335.57894736842104,0.5980066445182725
332.4842105263158,1.345514950166113
329.38947368421054,2.0930232558139537
326.14736842105265,2.8405315614617943
322.61052631578946,3.737541528239203
318.63157894736844,4.78405315614618
314.9473684210526,5.8305647840531565
310.5263157894737,6.877076411960133
306.4,8.073089700996679
302.12631578947367,9.119601328903656
298.29473684210524,10.166112956810633
295.05263157894734,10.913621262458472
294.7578947368421,15.09966777408638
294.4631578947368,19.88372093023256
298,23.77076411960133
300.5052631578947,27.657807308970103
303.30526315789473,31.843853820598007
307.7263157894737,34.2358803986711
312,36.777408637873755
316.12631578947367,38.87043189368771
320.4,41.561461794019934
324.2315789473684,43.80398671096346
327.4736842105263,45.59800664451827
330.12631578947367,46.79401993355482
329.978947368421,51.1295681063123
326.7368421052631,53.372093023255815
323.4947368421053,55.166112956810636
319.36842105263156,57.70764119601329
314.9473684210526,60.24916943521595
311.11578947368423,62.49169435215947
307.2842105263158,64.58471760797343
303.89473684210526,66.52823920265782
300.2105263157895,68.62126245847176
296.6736842105263,70.71428571428572
292.5473684210526,73.40531561461795
289.4526315789474,75.4983388704319
287.09473684210525,77.59136212624585
284,79.6843853820598
280.46315789473687,82.0764119601329
277.36842105263156,84.46843853820599
274.7157894736842,86.41196013289037
