x,y
0.019161676646706587,0.4552763819095478
0.21077844311377245,0.457035175879397
0.23952095808383234,0.4148241206030151
0.36407185628742517,0.38492462311557796
0.5652694610778443,0.37085427135678395
0.7377245508982035,0.3831658291457286
0.8431137724550898,0.4183417085427136
0.9005988023952096,0.457035175879397
0.9389221556886227,0.5150753768844222
0.9772455089820359,0.5678391959798995
1.0251497005988024,0.6258793969849247
1.0634730538922155,0.6592964824120603
1.1209580838323354,0.6733668341708543
1.1880239520958085,0.6610552763819095
1.2359281437125749,0.6381909547738693
1.2838323353293413,0.6135678391959799
1.3508982035928143,0.592462311557789
1.4179640718562874,0.5678391959798995
1.4946107784431137,0.5449748743718593
1.5712574850299401,0.5221105527638191
1.7724550898203593,0.478140703517588
1.9736526946107784,0.4341708542713568
2.2035928143712575,0.38844221105527643
2.376047904191617,0.35678391959798994
2.538922155688623,0.3321608040201005
2.740119760479042,0.30577889447236184
2.9221556886227544,0.2811557788944724
3.1520958083832333,0.25125628140703515
3.2766467065868263,0.24246231155778897
3.4491017964071857,0.2442211055276382
3.784431137724551,0.2442211055276382
4.10059880239521,0.2477386934673367
4.407185628742515,0.24949748743718594
4.617964071856288,0.2442211055276382
4.838323353293413,0.23366834170854273
5.020359281437126,0.22663316582914575
5.173652694610778,0.23366834170854273
5.355688622754491,0.2565326633165829
5.537724550898203,0.2670854271356784
5.796407185628742,0.2582914572864322
6.016766467065868,0.2477386934673367
6.265868263473054,0.23366834170854273
6.553293413173653,0.2178391959798995
6.831137724550898,0.20376884422110553
7.223952095808383,0.19321608040201005
7.520958083832335,0.18442211055276383
7.798802395209581,0.1756281407035176
8.009580838323354,0.17386934673366836
